Age,Attrition,Department,EducationField,Gender,JobRole,,NumCompaniesWorked,TotalWorkingYears
26,No,Research & Development,Other,Male,Laboratory Technician,,0,8
45,No,Research & Development,Medical,Male,Healthcare Representative,,4,12
33,No,Sales,Marketing,Male,Sales Executive,,1,10
28,No,Sales,Life Sciences,Male,Sales Executive,,1,7
29,Yes,Sales,Technical Degree,Male,Sales Representative,,1,1
39,No,Sales,Life Sciences,Female,Sales Executive,,6,10
27,No,Research & Development,Technical Degree,Male,Research Scientist,,1,6
34,No,Research & Development,Other,Male,Research Scientist,,1,16
28,Yes,Sales,Marketing,Female,Sales Executive,,3,6
47,No,Research & Development,Technical Degree,Male,Research Scientist,,8,16
56,No,Sales,Marketing,Female,Sales Executive,,4,6
39,No,Research & Development,Medical,Male,Manufacturing Director,,1,10
38,No,Research & Development,Medical,Female,Research Scientist,,1,20
58,No,Sales,Life Sciences,Female,Manager,,4,29
32,Yes,Research & Development,Life Sciences,Female,Research Scientist,,3,8
38,No,Research & Development,Life Sciences,Male,Research Scientist,,2,10
49,No,Research & Development,Life Sciences,Male,Research Director,,3,28
42,No,Sales,Marketing,Male,Sales Executive,,3,14
27,Yes,Human Resources,Human Resources,Female,Human Resources,,1,1
35,No,Sales,Medical,Male,Sales Executive,,0,6
28,No,Research & Development,Medical,Male,Research Scientist,,1,5
31,No,Research & Development,Medical,Male,Research Scientist,,1,4
36,No,Research & Development,Life Sciences,Male,Laboratory Technician,,1,5
34,No,Sales,Marketing,Male,Sales Executive,,1,14
34,No,Sales,Medical,Male,Sales Executive,,1,9
26,No,Research & Development,Medical,Male,Laboratory Technician,,0,8
29,No,Research & Development,Life Sciences,Male,Healthcare Representative,,0,6
32,No,Research & Development,Medical,Female,Healthcare Representative,,5,9
31,No,Research & Development,Life Sciences,Male,Research Scientist,,1,10
28,Yes,Research & Development,Technical Degree,Male,Laboratory Technician,,5,6
38,No,Sales,Life Sciences,Male,Sales Representative,,4,20
35,No,Sales,Life Sciences,Female,Sales Executive,,1,10
27,No,Sales,Marketing,Male,Sales Executive,,1,7
32,No,Research & Development,Life Sciences,Male,Manufacturing Director,,8,8
31,Yes,Sales,Marketing,Male,Sales Executive,,1,10
53,Yes,Sales,Life Sciences,Male,Sales Executive,,6,15
54,No,Research & Development,Life Sciences,Female,Research Scientist,,3,9
33,No,Research & Development,Life Sciences,Male,Healthcare Representative,,1,9
43,No,Research & Development,Life Sciences,Male,Healthcare Representative,,1,10
38,No,Human Resources,Other,Male,Human Resources,,0,7
55,No,Human Resources,Human Resources,Male,Manager,,4,35
31,No,Research & Development,Medical,Female,Laboratory Technician,,1,1
39,No,Sales,Marketing,Male,Sales Executive,,0,21
42,No,Research & Development,Life Sciences,Male,Research Scientist,,1,20
31,No,Research & Development,Medical,Female,Research Director,,4,13
54,No,Research & Development,Medical,Female,Manufacturing Director,,6,9
24,No,Research & Development,Life Sciences,Male,Healthcare Representative,,1,4
23,No,Research & Development,Other,Male,Laboratory Technician,,1,5
40,No,Research & Development,Technical Degree,Female,Laboratory Technician,,1,10
40,No,Sales,Marketing,Female,Sales Executive,,3,15
25,No,Human Resources,Human Resources,Female,Human Resources,,4,6
30,No,Research & Development,Medical,Male,Laboratory Technician,,1,12
25,No,Research & Development,Other,Male,Laboratory Technician,,6,7
47,No,Research & Development,Medical,Male,Healthcare Representative,,2,25
33,No,Research & Development,Medical,Male,Laboratory Technician,,1,1
38,No,Sales,Life Sciences,Male,Sales Executive,,0,16
31,No,Sales,Life Sciences,Male,Sales Representative,,0,3
38,No,Research & Development,Life Sciences,Male,Manufacturing Director,,2,10
42,No,Research & Development,Life Sciences,Male,Research Scientist,,6,9
41,No,Research & Development,Life Sciences,Male,Research Scientist,,3,12
47,No,Research & Development,Medical,Female,Research Director,,0,14
35,No,Research & Development,Medical,Male,Laboratory Technician,,7,5
22,No,Research & Development,Life Sciences,Male,Research Scientist,,0,4
35,No,Research & Development,Medical,Male,Research Scientist,,1,10
33,No,Research & Development,Medical,Female,Healthcare Representative,,0,10
32,No,Research & Development,Life Sciences,Female,Laboratory Technician,,1,6
40,No,Research & Development,Life Sciences,Male,Laboratory Technician,,8,8
32,No,Sales,Medical,Male,Sales Representative,,0,3
39,No,Research & Development,Life Sciences,Male,Research Scientist,,7,18
38,No,Research & Development,Medical,Female,Research Director,,3,20
32,No,Sales,Marketing,Female,Sales Executive,,1,14
37,No,Research & Development,Life Sciences,Female,Research Director,,1,16
25,No,Sales,Other,Female,Sales Executive,,0,6
52,No,Sales,Life Sciences,Male,Sales Representative,,2,16
44,No,Research & Development,Medical,Male,Research Scientist,,6,6
21,No,Sales,Medical,Male,Sales Representative,,1,2
39,No,Research & Development,Life Sciences,Male,Manager,,2,21
23,Yes,Sales,Marketing,Male,Sales Representative,,1,1
36,No,Sales,Medical,Female,Sales Executive,,0,10
36,No,Research & Development,Life Sciences,Female,Manufacturing Director,,7,18
56,No,Research & Development,Life Sciences,Male,Healthcare Representative,,1,13
29,Yes,Research & Development,Medical,Male,Research Scientist,,9,4
42,No,Research & Development,Life Sciences,Male,Manager,,5,24
56,Yes,Research & Development,Technical Degree,Male,Laboratory Technician,,8,14
41,No,Research & Development,Life Sciences,Female,Manufacturing Director,,0,21
34,No,Sales,Marketing,Female,Sales Executive,,1,8
36,No,Sales,Marketing,Male,Sales Executive,,1,15
41,No,Sales,Life Sciences,Male,Sales Executive,,2,14
32,No,Research & Development,Technical Degree,Male,Research Scientist,,1,4
35,No,Human Resources,Life Sciences,Female,Human Resources,,1,9
38,No,Sales,Life Sciences,Female,Sales Executive,,1,10
50,Yes,Sales,Life Sciences,Male,Sales Executive,,7,12
36,No,Sales,Marketing,Female,Sales Executive,,4,8
45,No,Sales,Life Sciences,Female,Sales Executive,,8,8
40,No,Research & Development,Life Sciences,Male,Research Scientist,,2,8
35,No,Research & Development,Life Sciences,Male,Healthcare Representative,,1,10
40,No,Research & Development,Medical,Female,Research Scientist,,2,20
35,No,Research & Development,Life Sciences,Female,Research Scientist,,1,4
29,No,Research & Development,Other,Male,Laboratory Technician,,4,10
29,No,Research & Development,Medical,Female,Research Scientist,,1,5
50,Yes,Sales,Marketing,Male,Sales Executive,,4,20
39,No,Sales,Marketing,Female,Sales Executive,,0,21
31,No,Research & Development,Medical,Male,Manufacturing Director,,0,10
26,No,Sales,Other,Female,Sales Representative,,0,5
36,No,Research & Development,Medical,Male,Laboratory Technician,,4,17
39,No,Research & Development,Medical,Male,Healthcare Representative,,4,9
27,No,Research & Development,Life Sciences,Male,Manufacturing Director,,1,6
49,No,Sales,Medical,Male,Sales Executive,,2,17
34,No,Research & Development,Medical,Male,Laboratory Technician,,2,6
